HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.surveycode,Approve,Reject
3D17ECOUOEV05L6ZR6SJH1Q9K36310,34S6YYW6IUSPRRIPDARPF13JDKFSBA,Interactive verification of words,"Written words require comparison to spoken words. The connection should be accepted if they match, declined if they don't.","survey, demographics, experiment, cryptography",$0.90,Mon Aug 05 02:11:31 PDT 2019,106,BatchId:3725877;OriginalHitTemplateId:920937340;,1200,259200,Mon Aug 12 02:11:31 PDT 2019,,,3A7Y0R2P2OOM2KRBRMAFH16ND4SJXS,A2F5AZQ55LXHKT,Approved,Mon Aug 05 05:25:45 PDT 2019,Mon Aug 05 05:33:14 PDT 2019,Thu Aug 08 05:33:14 PDT 2019,Mon Aug 05 05:49:28 PDT 2019,,,449,100% (3/3),100% (3/3),100% (3/3),1b3b7714-2927-4de5-b0b6-122e328fa3f9,,
3D17ECOUOEV05L6ZR6SJH1Q9K36310,34S6YYW6IUSPRRIPDARPF13JDKFSBA,Interactive verification of words,"Written words require comparison to spoken words. The connection should be accepted if they match, declined if they don't.","survey, demographics, experiment, cryptography",$0.90,Mon Aug 05 02:11:31 PDT 2019,106,BatchId:3725877;OriginalHitTemplateId:920937340;,1200,259200,Mon Aug 12 02:11:31 PDT 2019,,,3AQF3RZ558ITE3LJ79A42Q1BNT66FC,A7HT0Q11PDMDO,Approved,Mon Aug 05 02:50:39 PDT 2019,Mon Aug 05 02:59:14 PDT 2019,Thu Aug 08 02:59:14 PDT 2019,Mon Aug 05 03:44:22 PDT 2019,,,515,100% (2/2),100% (2/2),100% (2/2),e2d4054b-1deb-4d9e-81aa-e4ad8cd4bd56,,
3D17ECOUOEV05L6ZR6SJH1Q9K36310,34S6YYW6IUSPRRIPDARPF13JDKFSBA,Interactive verification of words,"Written words require comparison to spoken words. The connection should be accepted if they match, declined if they don't.","survey, demographics, experiment, cryptography",$0.90,Mon Aug 05 02:11:31 PDT 2019,106,BatchId:3725877;OriginalHitTemplateId:920937340;,1200,259200,Mon Aug 12 02:11:31 PDT 2019,,,3ATPCQ38J8A01WEH2CJ47GADPNTYAY,A24ZKEJTS1O4IW,Approved,Mon Aug 05 05:55:06 PDT 2019,Mon Aug 05 06:00:36 PDT 2019,Thu Aug 08 06:00:36 PDT 2019,Mon Aug 05 06:10:01 PDT 2019,,,330,100% (2/2),100% (2/2),100% (2/2),25ecbb8e-610e-4174-b269-4b39ba193902,,
3D17ECOUOEV05L6ZR6SJH1Q9K36310,34S6YYW6IUSPRRIPDARPF13JDKFSBA,Interactive verification of words,"Written words require comparison to spoken words. The connection should be accepted if they match, declined if they don't.","survey, demographics, experiment, cryptography",$0.90,Mon Aug 05 02:11:31 PDT 2019,106,BatchId:3725877;OriginalHitTemplateId:920937340;,1200,259200,Mon Aug 12 02:11:31 PDT 2019,,,3AUQQEL7U5TNWPLU5ZZRBBU6YKFV0V,A1SMDPR4UR9D37,Approved,Mon Aug 05 05:51:07 PDT 2019,Mon Aug 05 05:58:52 PDT 2019,Thu Aug 08 05:58:52 PDT 2019,Mon Aug 05 06:10:01 PDT 2019,,,465,100% (2/2),100% (2/2),100% (2/2),2270ecf1-12ba-4958-a44a-c9af80b2b538,,
3D17ECOUOEV05L6ZR6SJH1Q9K36310,34S6YYW6IUSPRRIPDARPF13JDKFSBA,Interactive verification of words,"Written words require comparison to spoken words. The connection should be accepted if they match, declined if they don't.","survey, demographics, experiment, cryptography",$0.90,Mon Aug 05 02:11:31 PDT 2019,106,BatchId:3725877;OriginalHitTemplateId:920937340;,1200,259200,Mon Aug 12 02:11:31 PDT 2019,,,3BDCF01OGXUHXF5LZ38UGUQOJZKLYV,A23FEELMFHLC9K,Approved,Mon Aug 05 02:21:44 PDT 2019,Mon Aug 05 02:32:48 PDT 2019,Thu Aug 08 02:32:48 PDT 2019,Mon Aug 05 02:36:27 PDT 2019,,,664,100% (2/2),100% (2/2),100% (2/2),5e5215bd-9b12-4c49-a079-eaff084e6ac7,,
3D17ECOUOEV05L6ZR6SJH1Q9K36310,34S6YYW6IUSPRRIPDARPF13JDKFSBA,Interactive verification of words,"Written words require comparison to spoken words. The connection should be accepted if they match, declined if they don't.","survey, demographics, experiment, cryptography",$0.90,Mon Aug 05 02:11:31 PDT 2019,106,BatchId:3725877;OriginalHitTemplateId:920937340;,1200,259200,Mon Aug 12 02:11:31 PDT 2019,,,3BDCF01OGXUHXF5LZ38UGUQOJZOYLC,A2A3KSGT2S8SXB,Approved,Mon Aug 05 04:46:54 PDT 2019,Mon Aug 05 04:54:42 PDT 2019,Thu Aug 08 04:54:42 PDT 2019,Mon Aug 05 05:05:09 PDT 2019,,,468,100% (2/2),100% (2/2),100% (2/2),a07afd59-c15a-4c75-aa37-08daa6618dda,,
3D17ECOUOEV05L6ZR6SJH1Q9K36310,34S6YYW6IUSPRRIPDARPF13JDKFSBA,Interactive verification of words,"Written words require comparison to spoken words. The connection should be accepted if they match, declined if they don't.","survey, demographics, experiment, cryptography",$0.90,Mon Aug 05 02:11:31 PDT 2019,106,BatchId:3725877;OriginalHitTemplateId:920937340;,1200,259200,Mon Aug 12 02:11:31 PDT 2019,,,3BGYGHDBBXKLV8Q6WCJUSUQAYL322D,A392P0FWKH692Q,Approved,Mon Aug 05 08:20:17 PDT 2019,Mon Aug 05 08:30:16 PDT 2019,Thu Aug 08 08:30:16 PDT 2019,Mon Aug 05 08:40:18 PDT 2019,,,599,100% (2/2),100% (2/2),100% (2/2),159dbf3c-4a2d-44f8-9326-81f122bb4750,,
3D17ECOUOEV05L6ZR6SJH1Q9K36310,34S6YYW6IUSPRRIPDARPF13JDKFSBA,Interactive verification of words,"Written words require comparison to spoken words. The connection should be accepted if they match, declined if they don't.","survey, demographics, experiment, cryptography",$0.90,Mon Aug 05 02:11:31 PDT 2019,106,BatchId:3725877;OriginalHitTemplateId:920937340;,1200,259200,Mon Aug 12 02:11:31 PDT 2019,,,3BV8HQ2ZZW1YIC4BWTOCOPQKQEJA6V,A2JM1IVEZCXX3U,Rejected,Mon Aug 05 07:06:02 PDT 2019,Mon Aug 05 07:08:24 PDT 2019,Thu Aug 08 07:08:24 PDT 2019,,Mon Aug 05 07:11:31 PDT 2019,"Just clicked-through all question with the answer of ""FALSE"".

No attempt to try and complete the HIT properly.",142,50% (1/2),50% (1/2),50% (1/2),303d37bf-6bbb-4ff4-9e3e-b2577857da3d,,
3D17ECOUOEV05L6ZR6SJH1Q9K36310,34S6YYW6IUSPRRIPDARPF13JDKFSBA,Interactive verification of words,"Written words require comparison to spoken words. The connection should be accepted if they match, declined if they don't.","survey, demographics, experiment, cryptography",$0.90,Mon Aug 05 02:11:31 PDT 2019,106,BatchId:3725877;OriginalHitTemplateId:920937340;,1200,259200,Mon Aug 12 02:11:31 PDT 2019,,,3BWI6RSP7G9KCPZSV8VQQMG763H7E0,A2WE2OQTRCUBK1,Approved,Mon Aug 05 05:27:15 PDT 2019,Mon Aug 05 05:37:29 PDT 2019,Thu Aug 08 05:37:29 PDT 2019,Mon Aug 05 05:49:29 PDT 2019,,,614,100% (2/2),100% (2/2),100% (2/2),cd8f10fb-ff7b-41ca-8e11-744d846539b2,,
3D17ECOUOEV05L6ZR6SJH1Q9K36310,34S6YYW6IUSPRRIPDARPF13JDKFSBA,Interactive verification of words,"Written words require comparison to spoken words. The connection should be accepted if they match, declined if they don't.","survey, demographics, experiment, cryptography",$0.90,Mon Aug 05 02:11:31 PDT 2019,106,BatchId:3725877;OriginalHitTemplateId:920937340;,1200,259200,Mon Aug 12 02:11:31 PDT 2019,,,3C8HJ7UOP7U18NXBV1BSUEEFPYGZM4,A2RCYLKY072XXO,Approved,Mon Aug 05 03:49:56 PDT 2019,Mon Aug 05 04:00:46 PDT 2019,Thu Aug 08 04:00:46 PDT 2019,Mon Aug 05 05:05:09 PDT 2019,,,650,100% (3/3),100% (3/3),100% (3/3),d6493082-b4fc-4ccb-9757-a9efaefe9178,,
3D17ECOUOEV05L6ZR6SJH1Q9K36310,34S6YYW6IUSPRRIPDARPF13JDKFSBA,Interactive verification of words,"Written words require comparison to spoken words. The connection should be accepted if they match, declined if they don't.","survey, demographics, experiment, cryptography",$0.90,Mon Aug 05 02:11:31 PDT 2019,106,BatchId:3725877;OriginalHitTemplateId:920937340;,1200,259200,Mon Aug 12 02:11:31 PDT 2019,,,3C8HJ7UOP7U18NXBV1BSUEEFPZEMZR,A3K00L9I9L92BJ,Approved,Mon Aug 05 07:37:56 PDT 2019,Mon Aug 05 07:53:50 PDT 2019,Thu Aug 08 07:53:50 PDT 2019,Mon Aug 05 08:40:18 PDT 2019,,,954,100% (3/3),100% (3/3),100% (3/3),1c31067f-118f-408f-9779-f2aa142f236a,,
3D17ECOUOEV05L6ZR6SJH1Q9K36310,34S6YYW6IUSPRRIPDARPF13JDKFSBA,Interactive verification of words,"Written words require comparison to spoken words. The connection should be accepted if they match, declined if they don't.","survey, demographics, experiment, cryptography",$0.90,Mon Aug 05 02:11:31 PDT 2019,106,BatchId:3725877;OriginalHitTemplateId:920937340;,1200,259200,Mon Aug 12 02:11:31 PDT 2019,,,3D8YOU6S9EKIXLI92Y53OQ2EXHJU6Z,A3BVHM1M55HIT3,Approved,Mon Aug 05 07:36:34 PDT 2019,Mon Aug 05 07:44:08 PDT 2019,Thu Aug 08 07:44:08 PDT 2019,Mon Aug 05 08:41:27 PDT 2019,,,454,100% (2/2),100% (2/2),100% (2/2),1b765cc7-8881-4995-9f27-0f11320c1a9e,,
3D17ECOUOEV05L6ZR6SJH1Q9K36310,34S6YYW6IUSPRRIPDARPF13JDKFSBA,Interactive verification of words,"Written words require comparison to spoken words. The connection should be accepted if they match, declined if they don't.","survey, demographics, experiment, cryptography",$0.90,Mon Aug 05 02:11:31 PDT 2019,106,BatchId:3725877;OriginalHitTemplateId:920937340;,1200,259200,Mon Aug 12 02:11:31 PDT 2019,,,3DBQWDE4Y6Y9JRYM0EJCIPWKTPO5N9,A1E8PIR82KIJEP,Approved,Mon Aug 05 05:50:44 PDT 2019,Mon Aug 05 06:09:59 PDT 2019,Thu Aug 08 06:09:59 PDT 2019,Mon Aug 05 06:40:50 PDT 2019,Mon Aug 05 06:12:35 PDT 2019,,1155,100% (2/2),100% (2/2),100% (2/2),2def8ef3-d256-49ef-b7fd-dfb37dc5503a,,
3D17ECOUOEV05L6ZR6SJH1Q9K36310,34S6YYW6IUSPRRIPDARPF13JDKFSBA,Interactive verification of words,"Written words require comparison to spoken words. The connection should be accepted if they match, declined if they don't.","survey, demographics, experiment, cryptography",$0.90,Mon Aug 05 02:11:31 PDT 2019,106,BatchId:3725877;OriginalHitTemplateId:920937340;,1200,259200,Mon Aug 12 02:11:31 PDT 2019,,,3DIP6YHAPCSOC34B5DNW4MC2HNNE8U,AP4FDDWBJW47O,Approved,Mon Aug 05 05:23:36 PDT 2019,Mon Aug 05 05:32:17 PDT 2019,Thu Aug 08 05:32:17 PDT 2019,Mon Aug 05 05:49:29 PDT 2019,,,521,100% (2/2),100% (2/2),100% (2/2),07f94323-162f-4880-9128-cfbda3430201,,
3D17ECOUOEV05L6ZR6SJH1Q9K36310,34S6YYW6IUSPRRIPDARPF13JDKFSBA,Interactive verification of words,"Written words require comparison to spoken words. The connection should be accepted if they match, declined if they don't.","survey, demographics, experiment, cryptography",$0.90,Mon Aug 05 02:11:31 PDT 2019,106,BatchId:3725877;OriginalHitTemplateId:920937340;,1200,259200,Mon Aug 12 02:11:31 PDT 2019,,,3DL65MZB8DFQO6UOMP31688L7F7EC1,A2UX7ZJEGGU5,Approved,Mon Aug 05 08:32:14 PDT 2019,Mon Aug 05 08:50:50 PDT 2019,Thu Aug 08 08:50:50 PDT 2019,Mon Aug 05 11:36:09 PDT 2019,,,1116,100% (2/2),100% (2/2),100% (2/2),5cca2255-9a4d-4157-b997-a30c315e66ed,,
3D17ECOUOEV05L6ZR6SJH1Q9K36310,34S6YYW6IUSPRRIPDARPF13JDKFSBA,Interactive verification of words,"Written words require comparison to spoken words. The connection should be accepted if they match, declined if they don't.","survey, demographics, experiment, cryptography",$0.90,Mon Aug 05 02:11:31 PDT 2019,106,BatchId:3725877;OriginalHitTemplateId:920937340;,1200,259200,Mon Aug 12 02:11:31 PDT 2019,,,3EA3QWIZ4IVJQSYL4UOIGX6HNTATI2,A1QEQ64E22TNUZ,Approved,Mon Aug 05 03:37:22 PDT 2019,Mon Aug 05 03:46:18 PDT 2019,Thu Aug 08 03:46:18 PDT 2019,Mon Aug 05 03:46:53 PDT 2019,,,536,100% (2/2),100% (2/2),100% (2/2),b4080a75-9736-488a-8c43-36c8246e4869,,
3D17ECOUOEV05L6ZR6SJH1Q9K36310,34S6YYW6IUSPRRIPDARPF13JDKFSBA,Interactive verification of words,"Written words require comparison to spoken words. The connection should be accepted if they match, declined if they don't.","survey, demographics, experiment, cryptography",$0.90,Mon Aug 05 02:11:31 PDT 2019,106,BatchId:3725877;OriginalHitTemplateId:920937340;,1200,259200,Mon Aug 12 02:11:31 PDT 2019,,,3EG49X351UCAEPC473GQ8X1IRZXX6R,A1GRPIBHW72HDU,Approved,Mon Aug 05 07:23:55 PDT 2019,Mon Aug 05 07:31:11 PDT 2019,Thu Aug 08 07:31:11 PDT 2019,Mon Aug 05 07:33:29 PDT 2019,,,436,100% (2/2),100% (2/2),100% (2/2),2480c4b3-542a-4fe4-b884-9b474393fdaa,,
3D17ECOUOEV05L6ZR6SJH1Q9K36310,34S6YYW6IUSPRRIPDARPF13JDKFSBA,Interactive verification of words,"Written words require comparison to spoken words. The connection should be accepted if they match, declined if they don't.","survey, demographics, experiment, cryptography",$0.90,Mon Aug 05 02:11:31 PDT 2019,106,BatchId:3725877;OriginalHitTemplateId:920937340;,1200,259200,Mon Aug 12 02:11:31 PDT 2019,,,3FDJT1UU7488BLDJ31RWQXFGZUG5K1,A324M5ZRHX7RUV,Approved,Mon Aug 05 04:49:49 PDT 2019,Mon Aug 05 04:54:13 PDT 2019,Thu Aug 08 04:54:13 PDT 2019,Mon Aug 05 05:01:25 PDT 2019,,,264,100% (2/2),100% (2/2),100% (2/2),7d856f08-2cf7-4d7c-a644-2a34e10a9d33,,
3D17ECOUOEV05L6ZR6SJH1Q9K36310,34S6YYW6IUSPRRIPDARPF13JDKFSBA,Interactive verification of words,"Written words require comparison to spoken words. The connection should be accepted if they match, declined if they don't.","survey, demographics, experiment, cryptography",$0.90,Mon Aug 05 02:11:31 PDT 2019,106,BatchId:3725877;OriginalHitTemplateId:920937340;,1200,259200,Mon Aug 12 02:11:31 PDT 2019,,,3G5W44VEU7I6RI23KXANUU65P3RGKR,A1DXH9HLH4NXSX,Approved,Mon Aug 05 03:16:00 PDT 2019,Mon Aug 05 03:26:09 PDT 2019,Thu Aug 08 03:26:09 PDT 2019,Mon Aug 05 03:44:34 PDT 2019,,,609,100% (2/2),100% (2/2),100% (2/2),524ad37d-140b-497f-a299-162e90eb60c0,,
3D17ECOUOEV05L6ZR6SJH1Q9K36310,34S6YYW6IUSPRRIPDARPF13JDKFSBA,Interactive verification of words,"Written words require comparison to spoken words. The connection should be accepted if they match, declined if they don't.","survey, demographics, experiment, cryptography",$0.90,Mon Aug 05 02:11:31 PDT 2019,106,BatchId:3725877;OriginalHitTemplateId:920937340;,1200,259200,Mon Aug 12 02:11:31 PDT 2019,,,3GS6S824SQX3WAD6WF6L8P9XDNMNW4,AFUO1VYEFRMO4,Approved,Mon Aug 05 07:57:23 PDT 2019,Mon Aug 05 08:03:57 PDT 2019,Thu Aug 08 08:03:57 PDT 2019,Mon Aug 05 08:41:27 PDT 2019,,,394,100% (2/2),100% (2/2),100% (2/2),5fd68b1c-e7c6-4991-a2fd-a644d90f0bec,,
3D17ECOUOEV05L6ZR6SJH1Q9K36310,34S6YYW6IUSPRRIPDARPF13JDKFSBA,Interactive verification of words,"Written words require comparison to spoken words. The connection should be accepted if they match, declined if they don't.","survey, demographics, experiment, cryptography",$0.90,Mon Aug 05 02:11:31 PDT 2019,106,BatchId:3725877;OriginalHitTemplateId:920937340;,1200,259200,Mon Aug 12 02:11:31 PDT 2019,,,3I02618YA06Q7R0EHU4CUQTVSMAUP6,A3487U0593RXL7,Approved,Mon Aug 05 07:43:56 PDT 2019,Mon Aug 05 07:51:35 PDT 2019,Thu Aug 08 07:51:35 PDT 2019,Mon Aug 05 08:41:27 PDT 2019,,,459,100% (2/2),100% (2/2),100% (2/2),0bf1e4d3-6dfb-49e5-90ba-6c96dc6e4c1d,,
3D17ECOUOEV05L6ZR6SJH1Q9K36310,34S6YYW6IUSPRRIPDARPF13JDKFSBA,Interactive verification of words,"Written words require comparison to spoken words. The connection should be accepted if they match, declined if they don't.","survey, demographics, experiment, cryptography",$0.90,Mon Aug 05 02:11:31 PDT 2019,106,BatchId:3725877;OriginalHitTemplateId:920937340;,1200,259200,Mon Aug 12 02:11:31 PDT 2019,,,3I7DHKZYGN0XVZL52Q0ZAKNBRYVF55,A2VPCWI6X1QCDF,Approved,Mon Aug 05 02:55:32 PDT 2019,Mon Aug 05 03:07:14 PDT 2019,Thu Aug 08 03:07:14 PDT 2019,Mon Aug 05 03:44:46 PDT 2019,,,702,100% (2/2),100% (2/2),100% (2/2),7011c1f4-d4d1-4532-b65a-a8dac3f2e691,,
3D17ECOUOEV05L6ZR6SJH1Q9K36310,34S6YYW6IUSPRRIPDARPF13JDKFSBA,Interactive verification of words,"Written words require comparison to spoken words. The connection should be accepted if they match, declined if they don't.","survey, demographics, experiment, cryptography",$0.90,Mon Aug 05 02:11:31 PDT 2019,106,BatchId:3725877;OriginalHitTemplateId:920937340;,1200,259200,Mon Aug 12 02:11:31 PDT 2019,,,3JAOYWH7VI42WEXDRRGEHDXXARBL9K,A1CNDBHKOTWDTP,Approved,Mon Aug 05 06:13:23 PDT 2019,Mon Aug 05 06:21:43 PDT 2019,Thu Aug 08 06:21:43 PDT 2019,Mon Aug 05 06:42:55 PDT 2019,,,500,100% (2/2),100% (2/2),100% (2/2),45aa6e34-f238-4bae-a204-7ff9a1c5d774,,
3D17ECOUOEV05L6ZR6SJH1Q9K36310,34S6YYW6IUSPRRIPDARPF13JDKFSBA,Interactive verification of words,"Written words require comparison to spoken words. The connection should be accepted if they match, declined if they don't.","survey, demographics, experiment, cryptography",$0.90,Mon Aug 05 02:11:31 PDT 2019,106,BatchId:3725877;OriginalHitTemplateId:920937340;,1200,259200,Mon Aug 12 02:11:31 PDT 2019,,,3JAOYWH7VI42WEXDRRGEHDXXARKL9T,A1C1RJJBUKXQL5,Approved,Mon Aug 05 06:46:26 PDT 2019,Mon Aug 05 06:54:19 PDT 2019,Thu Aug 08 06:54:19 PDT 2019,Mon Aug 05 06:58:29 PDT 2019,,,473,100% (2/2),100% (2/2),100% (2/2),430adc40-7f31-41f9-b4a5-61011494f1ef,,
3D17ECOUOEV05L6ZR6SJH1Q9K36310,34S6YYW6IUSPRRIPDARPF13JDKFSBA,Interactive verification of words,"Written words require comparison to spoken words. The connection should be accepted if they match, declined if they don't.","survey, demographics, experiment, cryptography",$0.90,Mon Aug 05 02:11:31 PDT 2019,106,BatchId:3725877;OriginalHitTemplateId:920937340;,1200,259200,Mon Aug 12 02:11:31 PDT 2019,,,3JPSL1DZ5SZ6PXA3VAATQ0C6L4JNAT,A37AWU2VH1ZIXX,Approved,Mon Aug 05 07:55:55 PDT 2019,Mon Aug 05 08:02:09 PDT 2019,Thu Aug 08 08:02:09 PDT 2019,Mon Aug 05 08:41:27 PDT 2019,,,374,100% (2/2),100% (2/2),100% (2/2),ddfd5b9f-8305-4975-acf3-afb983c6fbca,,
3D17ECOUOEV05L6ZR6SJH1Q9K36310,34S6YYW6IUSPRRIPDARPF13JDKFSBA,Interactive verification of words,"Written words require comparison to spoken words. The connection should be accepted if they match, declined if they don't.","survey, demographics, experiment, cryptography",$0.90,Mon Aug 05 02:11:31 PDT 2019,106,BatchId:3725877;OriginalHitTemplateId:920937340;,1200,259200,Mon Aug 12 02:11:31 PDT 2019,,,3JRJSWSMQHL2B6Y5TWS0D54R11WE33,A2K8YROH6FK1J7,Approved,Mon Aug 05 05:54:09 PDT 2019,Mon Aug 05 06:03:39 PDT 2019,Thu Aug 08 06:03:39 PDT 2019,Mon Aug 05 06:10:01 PDT 2019,,,570,100% (2/2),100% (2/2),100% (2/2),ffac4e8d-bcf7-4c4b-aae9-4b9c18acd708,,
3D17ECOUOEV05L6ZR6SJH1Q9K36310,34S6YYW6IUSPRRIPDARPF13JDKFSBA,Interactive verification of words,"Written words require comparison to spoken words. The connection should be accepted if they match, declined if they don't.","survey, demographics, experiment, cryptography",$0.90,Mon Aug 05 02:11:31 PDT 2019,106,BatchId:3725877;OriginalHitTemplateId:920937340;,1200,259200,Mon Aug 12 02:11:31 PDT 2019,,,3JWH6J9I9SDB87FV1OAPLBWC3L2BN8,AKMQH2MGTUWO9,Approved,Mon Aug 05 02:13:14 PDT 2019,Mon Aug 05 02:21:50 PDT 2019,Thu Aug 08 02:21:50 PDT 2019,Mon Aug 05 02:36:48 PDT 2019,,,516,100% (2/2),100% (2/2),100% (2/2),9a005e6d-932b-4a59-9169-1a483d15c11b,,
3D17ECOUOEV05L6ZR6SJH1Q9K36310,34S6YYW6IUSPRRIPDARPF13JDKFSBA,Interactive verification of words,"Written words require comparison to spoken words. The connection should be accepted if they match, declined if they don't.","survey, demographics, experiment, cryptography",$0.90,Mon Aug 05 02:11:31 PDT 2019,106,BatchId:3725877;OriginalHitTemplateId:920937340;,1200,259200,Mon Aug 12 02:11:31 PDT 2019,,,3KJYX6QCM9BUYVMGR79XTG92XUHJVO,A3IEGJT83U746S,Approved,Mon Aug 05 08:17:49 PDT 2019,Mon Aug 05 08:30:38 PDT 2019,Thu Aug 08 08:30:38 PDT 2019,Mon Aug 05 08:41:27 PDT 2019,,,769,100% (2/2),100% (2/2),100% (2/2),42ae1de3-5cd1-4a0b-9554-9213696bfdaf,,
3D17ECOUOEV05L6ZR6SJH1Q9K36310,34S6YYW6IUSPRRIPDARPF13JDKFSBA,Interactive verification of words,"Written words require comparison to spoken words. The connection should be accepted if they match, declined if they don't.","survey, demographics, experiment, cryptography",$0.90,Mon Aug 05 02:11:31 PDT 2019,106,BatchId:3725877;OriginalHitTemplateId:920937340;,1200,259200,Mon Aug 12 02:11:31 PDT 2019,,,3KV0LJBBH2LS6WBKLKHF8BCGGHXMRY,A3P27SOEKGQI9C,Approved,Mon Aug 05 03:29:10 PDT 2019,Mon Aug 05 03:37:34 PDT 2019,Thu Aug 08 03:37:34 PDT 2019,Mon Aug 05 03:45:05 PDT 2019,,,504,100% (3/3),100% (3/3),100% (3/3),fa2770ff-145c-475b-81e7-970a7a495921,,
3D17ECOUOEV05L6ZR6SJH1Q9K36310,34S6YYW6IUSPRRIPDARPF13JDKFSBA,Interactive verification of words,"Written words require comparison to spoken words. The connection should be accepted if they match, declined if they don't.","survey, demographics, experiment, cryptography",$0.90,Mon Aug 05 02:11:31 PDT 2019,106,BatchId:3725877;OriginalHitTemplateId:920937340;,1200,259200,Mon Aug 12 02:11:31 PDT 2019,,,3KXIR214I4GVYM5T0Q2IL9N8IY224A,A16020LLLA6BI7,Approved,Mon Aug 05 05:44:51 PDT 2019,Mon Aug 05 05:55:19 PDT 2019,Thu Aug 08 05:55:19 PDT 2019,Mon Aug 05 06:10:01 PDT 2019,,,628,100% (3/3),100% (3/3),100% (3/3),e4aeb673-1620-46a1-918e-8c85a11b5dd3,,
3D17ECOUOEV05L6ZR6SJH1Q9K36310,34S6YYW6IUSPRRIPDARPF13JDKFSBA,Interactive verification of words,"Written words require comparison to spoken words. The connection should be accepted if they match, declined if they don't.","survey, demographics, experiment, cryptography",$0.90,Mon Aug 05 02:11:31 PDT 2019,106,BatchId:3725877;OriginalHitTemplateId:920937340;,1200,259200,Mon Aug 12 02:11:31 PDT 2019,,,3L4D84MILZSPGURWMISTEFITPE5HJT,A19WXS1CLVLEEX,Approved,Mon Aug 05 03:51:48 PDT 2019,Mon Aug 05 03:59:58 PDT 2019,Thu Aug 08 03:59:58 PDT 2019,Mon Aug 05 05:05:09 PDT 2019,,,490,100% (3/3),100% (3/3),100% (3/3),d66f96a1-4ed2-4a0b-9088-89bfa1f7faf1,,
3D17ECOUOEV05L6ZR6SJH1Q9K36310,34S6YYW6IUSPRRIPDARPF13JDKFSBA,Interactive verification of words,"Written words require comparison to spoken words. The connection should be accepted if they match, declined if they don't.","survey, demographics, experiment, cryptography",$0.90,Mon Aug 05 02:11:31 PDT 2019,106,BatchId:3725877;OriginalHitTemplateId:920937340;,1200,259200,Mon Aug 12 02:11:31 PDT 2019,,,3L6L49WXW0XNXJOGI94GJGQK29P45B,A3CXK1KSRGU27V,Approved,Mon Aug 05 08:13:14 PDT 2019,Mon Aug 05 08:22:09 PDT 2019,Thu Aug 08 08:22:09 PDT 2019,Mon Aug 05 08:41:28 PDT 2019,,,535,100% (2/2),100% (2/2),100% (2/2),983495f3-c1fb-42a0-99be-a38d67cd9ba4,,
3D17ECOUOEV05L6ZR6SJH1Q9K36310,34S6YYW6IUSPRRIPDARPF13JDKFSBA,Interactive verification of words,"Written words require comparison to spoken words. The connection should be accepted if they match, declined if they don't.","survey, demographics, experiment, cryptography",$0.90,Mon Aug 05 02:11:31 PDT 2019,106,BatchId:3725877;OriginalHitTemplateId:920937340;,1200,259200,Mon Aug 12 02:11:31 PDT 2019,,,3M0NZ3JDP1Y30GC532U6DC3T33Y5ZS,A2LTGFMW5PUE01,Approved,Mon Aug 05 06:04:56 PDT 2019,Mon Aug 05 06:14:34 PDT 2019,Thu Aug 08 06:14:34 PDT 2019,Mon Aug 05 06:17:30 PDT 2019,,,578,100% (2/2),100% (2/2),100% (2/2),df4e54ca-0f98-4072-ab96-8d3a93a14ad9,,
3D17ECOUOEV05L6ZR6SJH1Q9K36310,34S6YYW6IUSPRRIPDARPF13JDKFSBA,Interactive verification of words,"Written words require comparison to spoken words. The connection should be accepted if they match, declined if they don't.","survey, demographics, experiment, cryptography",$0.90,Mon Aug 05 02:11:31 PDT 2019,106,BatchId:3725877;OriginalHitTemplateId:920937340;,1200,259200,Mon Aug 12 02:11:31 PDT 2019,,,3MAOD8E57QAILAIW6K27A8N4MOSXN5,A1KFTYQM1YKVOC,Approved,Mon Aug 05 03:32:50 PDT 2019,Mon Aug 05 03:46:38 PDT 2019,Thu Aug 08 03:46:38 PDT 2019,Mon Aug 05 05:05:09 PDT 2019,,,828,100% (3/3),100% (3/3),100% (3/3),128af3dc-6a76-4cd3-a23d-f68646afc619,,
3D17ECOUOEV05L6ZR6SJH1Q9K36310,34S6YYW6IUSPRRIPDARPF13JDKFSBA,Interactive verification of words,"Written words require comparison to spoken words. The connection should be accepted if they match, declined if they don't.","survey, demographics, experiment, cryptography",$0.90,Mon Aug 05 02:11:31 PDT 2019,106,BatchId:3725877;OriginalHitTemplateId:920937340;,1200,259200,Mon Aug 12 02:11:31 PDT 2019,,,3MD9PLUKKIE7Q5IB72QS7T3FUOVNZX,AHRDVUX88UJSM,Approved,Mon Aug 05 05:31:45 PDT 2019,Mon Aug 05 05:39:29 PDT 2019,Thu Aug 08 05:39:29 PDT 2019,Mon Aug 05 05:49:29 PDT 2019,,,464,100% (2/2),100% (2/2),100% (2/2),9cfeca2b-0566-423e-8dc4-0489b5908c0a,,
